id_student,code_module,code_presentation,clicks_week1,clicks_week2,clicks_week3,click_trend,days_since_last_click,assessment_click_ratio,unique_resources,registered_late,unregistered_early,num_of_prev_attempts,imd_band_enc,education_enc,final_result,result_enc,gender,age_band,region,disability,studied_credits
624202,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,1,2,Withdrawn,1,F,0-35,North Region,N,120
624298,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,0,1,Withdrawn,1,F,0-35,London Region,N,60
624306,BBB,2014B,0,25,0,0,41,0.17557251908396945,39,0,0,0,9,1,Pass,0,F,0-35,East Midlands Region,N,60
624341,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,6,3,Withdrawn,1,F,0-35,Scotland,N,120
624350,BBB,2014B,24,0,0,-24,228,0.0,15,0,1,0,1,1,Withdrawn,1,F,0-35,East Midlands Region,N,60
624406,BBB,2014B,251,96,97,-154,35,0.017254728459241236,99,0,0,0,9,1,Distinction,0,F,35-55,South Region,N,60
624411,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,2,1,Withdrawn,1,M,35-55,East Midlands Region,N,120
624415,BBB,2014B,26,6,4,-22,50,0.422360248447205,18,0,0,0,1,1,Pass,0,F,35-55,London Region,N,60
624427,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,1,1,Withdrawn,1,F,35-55,London Region,Y,120
624514,BBB,2014B,45,16,44,-1,127,0.1970260223048327,18,0,1,0,4,2,Withdrawn,1,F,35-55,South West Region,N,60
624518,BBB,2014B,19,0,0,-19,241,0.018518518518518517,10,0,1,0,0,2,Withdrawn,1,F,0-35,London Region,N,120
624544,BBB,2014B,48,4,3,-45,254,0.0,15,0,1,0,0,2,Withdrawn,1,F,0-35,North Western Region,Y,90
624549,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,0,1,Withdrawn,1,F,0-35,London Region,N,60
624567,BBB,2014B,0,0,0,0,245,0.0,2,0,0,0,2,2,Fail,1,F,0-35,Ireland,N,60
624572,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,0,2,Withdrawn,1,F,0-35,West Midlands Region,N,180
624592,BBB,2014B,9,24,76,67,75,0.2253968253968254,25,0,0,0,1,1,Pass,0,F,35-55,West Midlands Region,N,90
624598,BBB,2014B,18,0,0,-18,195,0.25,16,0,0,0,1,3,Fail,1,F,0-35,Scotland,N,60
624604,BBB,2014B,0,0,0,0,233,0.8421052631578947,2,0,0,0,2,2,Fail,1,F,35-55,Scotland,N,60
624653,BBB,2014B,0,0,1,1,42,0.11627906976744186,29,0,0,0,3,2,Pass,0,F,35-55,East Anglian Region,N,60
624661,BBB,2014B,20,8,7,-13,53,0.26299694189602446,47,0,0,0,1,1,Pass,0,F,0-35,Ireland,Y,60
624663,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,3,1,Withdrawn,1,F,0-35,East Midlands Region,N,60
624673,BBB,2014B,24,10,8,-16,196,0.296875,20,0,1,0,1,1,Withdrawn,1,F,0-35,North Western Region,N,60
624674,BBB,2014B,0,0,0,0,269,0.0,0,0,0,0,6,1,Fail,1,F,0-35,East Anglian Region,N,60
624677,BBB,2014B,4,8,1,-3,230,0.07142857142857142,5,0,0,0,2,2,Fail,1,F,0-35,London Region,N,60
624704,BBB,2014B,0,0,2,2,155,0.52,7,0,0,0,3,1,Fail,1,F,0-35,East Midlands Region,N,60
624722,BBB,2014B,0,0,0,0,269,0.0,0,0,0,0,0,1,Fail,1,F,35-55,London Region,N,60
624734,BBB,2014B,16,18,0,-16,138,0.4077669902912621,30,0,1,0,6,2,Withdrawn,1,F,0-35,East Anglian Region,N,60
624738,BBB,2014B,113,33,34,-79,49,0.10840108401084012,66,0,0,0,1,1,Pass,0,M,0-35,Yorkshire Region,N,60
624743,BBB,2014B,6,23,0,-6,259,0.0,13,0,1,0,9,2,Withdrawn,1,F,0-35,East Anglian Region,N,60
624799,BBB,2014B,65,5,28,-37,174,0.18128654970760233,41,0,0,0,9,2,Fail,1,M,0-35,South Region,Y,60
624847,BBB,2014B,19,37,16,-3,40,0.1773049645390071,37,0,0,0,8,2,Pass,0,F,35-55,North Western Region,N,60
624879,BBB,2014B,0,2,0,0,232,0.782608695652174,3,0,1,0,3,2,Withdrawn,1,F,35-55,North Western Region,Y,60
624950,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,0,2,Withdrawn,1,F,0-35,East Anglian Region,N,120
624972,BBB,2014B,0,15,0,0,50,0.42473118279569894,25,0,0,0,9,1,Pass,0,F,35-55,South Region,N,60
624997,BBB,2014B,12,4,0,-12,37,0.1676300578034682,30,0,0,0,5,2,Pass,0,F,35-55,East Midlands Region,N,60
625021,BBB,2014B,139,77,37,-102,56,0.0971540726202159,69,0,0,0,1,1,Pass,0,F,35-55,South Region,N,60
625024,BBB,2014B,68,28,2,-66,76,0.17123287671232876,28,0,0,0,7,1,Pass,0,F,35-55,South Region,N,60
625027,BBB,2014B,8,0,0,-8,267,0.0,2,0,0,0,5,1,Fail,1,F,0-35,London Region,N,60
625071,BBB,2014B,0,35,0,0,45,0.18475750577367206,30,0,0,0,9,2,Pass,0,F,0-35,East Anglian Region,N,60
625087,BBB,2014B,90,41,19,-71,123,0.0654490106544901,72,0,0,0,7,3,Fail,1,F,0-35,Scotland,N,60
625094,BBB,2014B,34,15,0,-34,40,0.17391304347826086,31,0,0,0,0,2,Pass,0,M,0-35,West Midlands Region,N,60
625124,BBB,2014B,100,87,267,167,41,0.10071942446043165,54,0,0,0,2,2,Fail,1,F,0-35,Wales,N,60
625167,BBB,2014B,31,0,48,17,116,0.30791788856304986,28,0,0,0,1,1,Pass,0,F,0-35,Wales,N,60
625173,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,1,1,Withdrawn,1,F,0-35,London Region,N,60
625180,BBB,2014B,0,0,2,2,252,0.0,1,0,0,0,5,3,Fail,1,F,0-35,South Region,N,60
625185,BBB,2014B,47,78,20,-27,46,0.08623298033282904,62,0,0,0,1,2,Pass,0,F,0-35,East Midlands Region,N,60
625202,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,5,1,Withdrawn,1,F,35-55,North Western Region,N,60
625214,BBB,2014B,6,28,0,-6,230,0.09473684210526316,14,0,1,0,5,1,Withdrawn,1,F,0-35,East Midlands Region,N,60
625249,BBB,2014B,18,18,37,19,41,0.25112107623318386,40,0,0,0,4,1,Pass,0,F,0-35,East Anglian Region,N,60
625251,BBB,2014B,36,120,52,16,35,0.09602649006622517,28,0,0,0,8,1,Pass,0,F,0-35,North Western Region,N,60
625295,BBB,2014B,0,0,0,0,177,0.7058823529411765,3,0,0,0,0,2,Fail,1,M,0-35,North Western Region,N,60
625301,BBB,2014B,0,0,0,0,236,0.0,1,0,0,0,0,3,Fail,1,F,0-35,North Western Region,N,60
625307,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,3,1,Withdrawn,1,F,35-55,East Anglian Region,N,60
625383,BBB,2014B,43,26,4,-39,42,0.22304832713754646,34,0,0,0,3,1,Pass,0,F,0-35,South West Region,N,60
625390,BBB,2014B,86,49,27,-59,49,0.19834710743801653,26,0,0,0,6,2,Pass,0,F,0-35,South East Region,N,60
625444,BBB,2014B,28,40,7,-21,41,0.23587223587223588,33,0,0,0,8,2,Pass,0,F,0-35,East Anglian Region,N,60
625465,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,2,1,Withdrawn,1,F,0-35,London Region,N,120
625477,BBB,2014B,29,1,18,-11,49,0.14390602055800295,47,0,0,0,3,2,Distinction,0,F,0-35,South East Region,N,60
625478,BBB,2014B,3,1,0,-3,260,0.0,6,0,0,0,4,1,Fail,1,F,35-55,South Region,N,60
625493,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,5,2,Withdrawn,1,F,0-35,South East Region,Y,60
625511,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,9,1,Withdrawn,1,M,0-35,East Anglian Region,N,60
625514,BBB,2014B,0,66,150,150,50,0.1681614349775785,91,0,0,0,5,3,Pass,0,M,0-35,East Anglian Region,N,120
625578,BBB,2014B,35,14,5,-30,237,0.16911764705882354,8,0,1,0,2,1,Withdrawn,1,F,35-55,East Midlands Region,N,60
625581,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,4,1,Withdrawn,1,F,0-35,North Western Region,N,60
625619,BBB,2014B,8,9,3,-5,250,0.0,11,0,1,0,3,2,Withdrawn,1,F,0-35,West Midlands Region,N,60
625713,BBB,2014B,1,0,0,-1,44,0.3284313725490196,30,0,0,0,2,1,Fail,1,F,35-55,South East Region,N,120
625724,BBB,2014B,139,126,184,45,38,0.03235014272121789,47,0,0,0,1,3,Pass,0,M,0-35,Scotland,N,60
625751,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,5,1,Withdrawn,1,F,0-35,Scotland,N,60
625768,BBB,2014B,1,0,0,-1,111,0.52,8,0,0,0,2,1,Fail,1,F,0-35,East Midlands Region,N,120
625816,BBB,2014B,190,25,69,-121,36,0.02986087546657618,52,0,0,0,2,2,Pass,0,F,35-55,London Region,N,60
625833,BBB,2014B,47,46,14,-33,49,0.16160220994475138,24,0,0,0,4,0,Distinction,0,F,0-35,East Anglian Region,N,60
625834,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,8,1,Withdrawn,1,F,0-35,North Western Region,N,60
625853,BBB,2014B,5,14,0,-5,257,0.0,11,0,0,0,1,2,Fail,1,F,0-35,East Anglian Region,N,60
625857,BBB,2014B,98,155,54,-44,121,0.05788177339901478,52,0,1,0,3,1,Withdrawn,1,F,0-35,Yorkshire Region,N,60
625879,BBB,2014B,0,0,0,0,139,0.176,23,0,0,0,4,2,Fail,1,F,0-35,Yorkshire Region,N,120
625919,BBB,2014B,97,72,12,-85,40,0.0696969696969697,56,0,0,0,6,2,Distinction,0,F,0-35,Yorkshire Region,N,60
626046,BBB,2014B,43,1,41,-2,36,0.02175191064079953,55,0,0,0,1,1,Distinction,0,F,35-55,Yorkshire Region,N,60
626123,BBB,2014B,29,54,57,28,50,0.0989399293286219,37,0,0,0,5,1,Distinction,0,F,0-35,South West Region,Y,60
626126,BBB,2014B,15,79,97,82,47,0.14174252275682706,36,0,0,0,4,2,Pass,0,F,0-35,Yorkshire Region,N,60
626138,BBB,2014B,184,167,296,112,35,0.0399903637677668,46,0,0,0,3,1,Pass,0,F,35-55,East Anglian Region,N,60
626164,BBB,2014B,39,15,0,-39,50,0.1726078799249531,35,0,0,0,2,1,Pass,0,F,0-35,West Midlands Region,N,60
626245,BBB,2014B,0,8,19,19,50,0.42207792207792205,13,0,0,0,1,1,Pass,0,F,0-35,London Region,N,60
626254,BBB,2014B,41,0,9,-32,36,0.36329588014981273,29,0,0,0,1,2,Pass,0,F,0-35,Yorkshire Region,N,120
626297,BBB,2014B,35,30,0,-35,86,0.14917127071823205,49,0,0,0,9,1,Fail,1,F,35-55,South Region,N,60
626330,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,8,1,Withdrawn,1,F,0-35,East Midlands Region,N,60
626352,BBB,2014B,0,1,11,11,51,0.3613861386138614,31,0,0,0,0,2,Pass,0,F,0-35,West Midlands Region,N,60
626365,BBB,2014B,14,35,0,-14,42,0.17747440273037543,29,0,0,0,2,2,Pass,0,F,0-35,Wales,N,60
626386,BBB,2014B,34,124,70,36,117,0.0730593607305936,51,0,1,0,1,1,Withdrawn,1,F,0-35,East Midlands Region,Y,60
626428,BBB,2014B,16,35,5,-11,222,0.16483516483516483,21,0,0,0,4,1,Fail,1,F,0-35,Wales,N,60
626442,BBB,2014B,0,0,0,0,213,0.0,2,0,0,0,7,1,Fail,1,F,0-35,South Region,N,60
626460,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,2,1,Withdrawn,1,F,0-35,Scotland,N,60
626485,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,2,1,Withdrawn,1,F,0-35,South Region,N,60
626491,BBB,2014B,40,9,2,-38,44,0.3130699088145897,33,0,0,0,5,2,Distinction,0,F,35-55,North Region,N,60
626549,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,1,1,Withdrawn,1,F,0-35,North Western Region,N,60
626555,BBB,2014B,28,139,237,209,45,0.06329113924050633,118,0,0,0,1,1,Pass,0,M,0-35,West Midlands Region,N,60
626597,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,2,2,Withdrawn,1,F,0-35,West Midlands Region,N,60
626604,BBB,2014B,28,82,0,-28,50,0.08893093661305582,102,0,0,0,8,2,Pass,0,M,0-35,South Region,N,60
626642,BBB,2014B,7,2,23,16,38,0.3392857142857143,17,0,0,0,3,2,Pass,0,F,0-35,East Midlands Region,N,60
626746,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,7,2,Withdrawn,1,F,0-35,South Region,N,60
626750,BBB,2014B,20,22,0,-20,187,0.32575757575757575,8,0,0,0,5,1,Fail,1,F,0-35,East Anglian Region,N,60
626773,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,1,1,Withdrawn,1,F,0-35,Scotland,N,60
626806,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,2,1,Withdrawn,1,F,0-35,North Western Region,Y,60
626840,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,6,1,Withdrawn,1,F,35-55,Scotland,N,60
626841,BBB,2014B,79,41,72,-7,35,0.03874915023793338,60,0,0,0,8,2,Distinction,0,F,35-55,South East Region,N,60
626843,BBB,2014B,5,17,8,3,47,0.2807017543859649,19,0,0,0,0,2,Pass,0,F,0-35,London Region,N,60
626872,BBB,2014B,48,0,0,-48,267,0.0,14,0,1,0,8,2,Withdrawn,1,F,35-55,East Anglian Region,N,60
626876,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,2,1,Withdrawn,1,F,0-35,London Region,N,60
626897,BBB,2014B,3,37,0,-3,259,0.0,8,0,0,0,3,2,Fail,1,F,0-35,Wales,N,60
626917,BBB,2014B,2,96,30,28,117,0.13043478260869565,41,0,0,0,1,2,Fail,1,F,0-35,North Region,N,60
626928,BBB,2014B,0,0,0,0,54,0.33739837398373984,20,0,0,0,3,2,Pass,0,F,35-55,South West Region,N,60
626951,BBB,2014B,16,45,16,0,41,0.12110726643598616,51,0,0,0,8,2,Pass,0,F,35-55,Wales,N,60
626966,BBB,2014B,12,0,0,-12,38,0.14130434782608695,39,0,0,0,8,1,Distinction,0,F,35-55,North Western Region,N,60
627000,BBB,2014B,19,0,0,-19,50,0.35751295336787564,31,0,0,0,2,2,Fail,1,F,0-35,North Western Region,N,60
627027,BBB,2014B,118,25,27,-91,40,0.07268170426065163,26,0,0,0,5,1,Pass,0,F,0-35,West Midlands Region,N,60
627094,BBB,2014B,39,12,0,-39,256,0.0,13,0,0,0,0,0,Fail,1,F,35-55,North Western Region,N,60
627115,BBB,2014B,45,63,15,-30,50,0.16972477064220184,42,0,0,0,1,2,Distinction,0,F,35-55,Yorkshire Region,N,120
627118,BBB,2014B,51,96,16,-35,48,0.1846553966189857,60,0,0,0,5,2,Pass,0,F,0-35,Yorkshire Region,N,120
627179,BBB,2014B,19,77,14,-5,50,0.2131782945736434,31,0,0,0,1,1,Fail,1,M,35-55,London Region,N,60
627185,BBB,2014B,166,131,1,-165,42,0.06616961789375582,38,0,0,0,9,1,Pass,0,F,35-55,Wales,N,60
627190,BBB,2014B,269,42,15,-254,37,0.028193525931082493,107,0,0,0,2,2,Pass,0,F,35-55,Scotland,N,60
627228,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,5,1,Withdrawn,1,F,0-35,East Anglian Region,N,60
627244,BBB,2014B,160,77,16,-144,39,0.06471306471306472,60,0,0,0,6,2,Pass,0,F,0-35,West Midlands Region,N,60
627245,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,4,3,Withdrawn,1,F,0-35,South East Region,N,90
627252,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,3,1,Withdrawn,1,F,0-35,North Western Region,Y,60
627256,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,1,2,Withdrawn,1,F,0-35,London Region,N,60
627270,BBB,2014B,90,38,31,-59,45,0.05570839064649243,45,0,0,0,3,2,Distinction,0,F,0-35,Ireland,N,60
627277,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,7,1,Withdrawn,1,F,35-55,East Midlands Region,N,160
627285,BBB,2014B,12,25,29,17,48,0.13920454545454544,37,0,0,0,2,2,Pass,0,F,0-35,Scotland,N,60
627316,BBB,2014B,0,15,0,0,259,0.0,3,0,1,0,7,1,Withdrawn,1,M,0-35,West Midlands Region,Y,60
627321,BBB,2014B,0,0,0,0,152,0.3333333333333333,3,0,0,0,2,3,Fail,1,F,35-55,London Region,N,60
627380,BBB,2014B,224,126,7,-217,50,0.041237113402061855,55,0,0,0,9,2,Pass,0,F,0-35,East Anglian Region,N,60
627388,BBB,2014B,12,0,0,-12,49,0.1977401129943503,24,0,0,0,5,2,Distinction,0,F,0-35,South East Region,N,60
627403,BBB,2014B,167,139,6,-161,36,0.06803355079217148,62,0,0,0,5,2,Fail,1,F,0-35,South Region,Y,120
627427,BBB,2014B,3,1,0,-3,185,0.14857142857142858,20,0,1,0,2,1,Withdrawn,1,F,0-35,East Midlands Region,N,60
627509,BBB,2014B,36,47,15,-21,60,0.1752136752136752,16,0,0,0,3,2,Pass,0,F,0-35,Wales,N,120
627528,BBB,2014B,6,0,0,-6,265,0.0,3,0,0,0,0,2,Fail,1,F,0-35,London Region,N,60
627549,BBB,2014B,88,18,14,-74,36,0.06656225528582616,39,0,0,0,6,2,Distinction,0,F,0-35,South East Region,N,60
627550,BBB,2014B,37,11,14,-23,43,0.22847100175746923,43,0,0,0,0,0,Pass,0,F,0-35,London Region,N,60
627613,BBB,2014B,13,37,21,8,229,0.17159763313609466,13,0,0,0,9,1,Fail,1,M,0-35,North Western Region,N,60
627647,BBB,2014B,100,384,94,-6,39,0.10533642691415314,66,0,0,0,5,2,Pass,0,F,0-35,South East Region,N,120
627659,BBB,2014B,0,2,0,0,52,0.25316455696202533,14,0,0,0,4,2,Pass,0,F,0-35,Wales,N,60
627670,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,3,1,Withdrawn,1,F,0-35,London Region,N,120
627680,BBB,2014B,23,6,0,-23,234,0.13333333333333333,16,0,1,0,7,1,Withdrawn,1,F,35-55,East Anglian Region,Y,60
627685,BBB,2014B,77,0,0,-77,51,0.39097744360902253,37,0,0,0,2,2,Pass,0,F,0-35,London Region,N,60
627748,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,1,2,Withdrawn,1,F,0-35,North Western Region,N,60
627777,BBB,2014B,163,37,4,-159,49,0.1558872305140962,65,0,0,0,0,1,Pass,0,F,35-55,Yorkshire Region,N,60
627948,BBB,2014B,28,12,10,-18,76,0.3007246376811594,21,0,0,0,0,2,Fail,1,F,0-35,London Region,N,60
628006,BBB,2014B,482,152,121,-361,37,0.0271610769957487,84,0,0,0,4,2,Pass,0,F,0-35,North Region,N,60
628119,BBB,2014B,288,77,6,-282,49,0.08057675996607294,31,0,0,0,6,2,Fail,1,F,35-55,Ireland,N,60
628142,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,8,2,Withdrawn,1,F,0-35,East Midlands Region,N,60
628176,BBB,2014B,79,10,19,-60,55,0.10660486674391657,59,0,0,0,4,3,Pass,0,F,35-55,Scotland,N,60
628178,BBB,2014B,19,73,104,85,36,0.05743628756181057,62,0,0,0,6,3,Distinction,0,F,35-55,Scotland,N,60
628180,BBB,2014B,74,34,79,5,42,0.11716621253405994,42,0,0,0,2,2,Pass,0,F,35-55,Scotland,N,60
628181,BBB,2014B,88,277,57,-31,36,0.07186678352322524,32,0,0,0,8,2,Pass,0,F,35-55,East Midlands Region,N,60
628183,BBB,2014B,27,18,10,-17,190,0.13270142180094788,9,0,0,0,7,2,Fail,1,F,35-55,Scotland,N,60
628190,BBB,2014B,0,50,10,10,51,0.19137466307277629,37,0,0,0,6,1,Pass,0,F,35-55,Scotland,N,60
628287,BBB,2014B,40,58,85,45,43,0.07147007553747821,74,0,0,0,6,2,Fail,1,F,35-55,East Midlands Region,N,60
628301,BBB,2014B,75,61,48,-27,36,0.10230179028132992,47,0,0,0,4,1,Distinction,0,F,0-35,Yorkshire Region,N,60
628327,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,7,2,Withdrawn,1,F,0-35,East Anglian Region,N,60
628328,BBB,2014B,24,0,0,-24,41,0.30140845070422534,41,0,0,0,6,1,Pass,0,F,0-35,Wales,N,60
628329,BBB,2014B,0,12,0,0,258,0.0,5,0,0,0,2,2,Fail,1,M,0-35,Yorkshire Region,N,60
628341,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,8,2,Withdrawn,1,F,0-35,West Midlands Region,N,120
628360,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,4,1,Withdrawn,1,F,0-35,Ireland,N,60
628379,BBB,2014B,85,26,103,18,51,0.07779349363507779,65,0,0,0,2,1,Fail,1,F,35-55,South Region,N,60
628389,BBB,2014B,114,11,74,-40,35,0.05921052631578947,88,0,0,0,9,3,Distinction,0,F,0-35,East Anglian Region,N,60
628392,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,1,1,Withdrawn,1,F,0-35,London Region,N,60
628402,BBB,2014B,45,0,0,-45,265,0.0,11,0,1,0,3,2,Withdrawn,1,F,0-35,South East Region,N,60
628411,BBB,2014B,3,11,5,2,84,0.22085889570552147,24,0,0,0,1,3,Fail,1,F,0-35,West Midlands Region,N,120
628423,BBB,2014B,25,4,5,-20,35,0.20178041543026706,51,0,0,0,7,2,Distinction,0,F,0-35,Wales,N,60
628442,BBB,2014B,14,0,0,-14,190,0.41333333333333333,10,0,1,0,2,1,Withdrawn,1,F,0-35,East Midlands Region,N,60
628511,BBB,2014B,48,21,18,-30,69,0.20973782771535582,33,0,0,0,2,2,Fail,1,F,0-35,North Western Region,N,60
628516,BBB,2014B,50,6,20,-30,35,0.2620967741935484,30,0,0,0,2,1,Distinction,0,M,35-55,Scotland,N,60
628525,BBB,2014B,7,2,1,-6,250,0.0,7,0,0,0,2,1,Fail,1,F,0-35,London Region,N,60
628580,BBB,2014B,36,27,8,-28,50,0.1172106824925816,64,0,0,0,0,3,Distinction,0,F,0-35,North Western Region,Y,120
628586,BBB,2014B,14,0,13,-1,43,0.0037735849056603774,53,0,0,0,5,0,Fail,1,F,35-55,London Region,N,120
628616,BBB,2014B,14,0,16,2,48,0.18324607329842932,39,0,0,0,4,2,Distinction,0,F,35-55,East Midlands Region,N,60
628635,BBB,2014B,44,47,23,-21,53,0.2720763723150358,45,0,0,0,7,1,Pass,0,F,0-35,Scotland,N,60
628655,BBB,2014B,0,3,3,3,192,0.0,3,0,0,0,5,2,Fail,1,F,0-35,West Midlands Region,N,60
628751,BBB,2014B,13,24,33,20,41,0.16240266963292546,53,0,0,0,2,2,Pass,0,F,0-35,West Midlands Region,N,60
628762,BBB,2014B,14,22,2,-12,213,0.0,11,0,1,0,7,3,Withdrawn,1,F,35-55,South Region,N,60
628765,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,4,1,Withdrawn,1,F,0-35,East Midlands Region,N,60
628827,BBB,2014B,0,1,28,28,221,0.14893617021276595,9,0,0,0,3,2,Fail,1,F,0-35,North Western Region,Y,60
628843,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,1,0,Withdrawn,1,F,0-35,West Midlands Region,N,60
628903,BBB,2014B,2,66,19,17,188,0.0,16,0,0,0,1,1,Fail,1,F,0-35,East Midlands Region,N,120
628941,BBB,2014B,0,0,6,6,98,0.5833333333333334,11,0,0,0,7,1,Pass,0,M,35-55,Scotland,N,60
628954,BBB,2014B,0,19,0,0,39,0.22857142857142856,23,0,0,0,9,1,Pass,0,F,0-35,South Region,N,60
628970,BBB,2014B,27,8,5,-22,237,0.022388059701492536,28,0,1,0,1,1,Withdrawn,1,F,0-35,London Region,N,60
628982,BBB,2014B,29,36,0,-29,64,0.28421052631578947,22,0,0,0,0,3,Fail,1,F,0-35,Wales,N,60
629026,BBB,2014B,65,47,7,-58,41,0.14265734265734265,63,0,0,0,1,3,Pass,0,F,0-35,Scotland,N,60
629029,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,0,1,Withdrawn,1,M,35-55,West Midlands Region,N,150
629037,BBB,2014B,85,31,8,-77,49,0.1705150976909414,37,0,0,0,4,3,Pass,0,F,35-55,Scotland,N,60
629040,BBB,2014B,107,34,0,-107,174,0.03814713896457766,15,0,1,0,8,2,Withdrawn,1,F,0-35,South Region,N,60
629044,BBB,2014B,68,13,0,-68,74,0.16778523489932887,31,0,0,0,2,2,Fail,1,F,0-35,London Region,N,60
629060,BBB,2014B,8,0,0,-8,41,0.5266666666666666,22,0,0,0,6,2,Pass,0,F,0-35,East Anglian Region,N,60
629088,BBB,2014B,0,57,5,5,231,0.00980392156862745,15,0,1,0,8,2,Withdrawn,1,M,0-35,East Midlands Region,N,60
629094,BBB,2014B,1,3,2,1,85,0.5222222222222223,8,0,0,0,7,1,Fail,1,F,35-55,Yorkshire Region,N,60
629103,BBB,2014B,52,13,18,-34,44,0.21221864951768488,18,0,0,0,8,2,Fail,1,F,0-35,East Anglian Region,N,60
629159,BBB,2014B,15,36,29,14,238,0.0,6,0,0,0,0,1,Fail,1,F,0-35,Scotland,N,60
629240,BBB,2014B,50,31,7,-43,56,0.18016528925619835,88,0,0,0,9,1,Pass,0,F,0-35,South Region,N,60
629274,BBB,2014B,1,9,0,-1,76,0.5478260869565217,13,0,0,0,8,2,Pass,0,F,0-35,South East Region,N,60
629340,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,0,3,Withdrawn,1,F,0-35,Scotland,N,60
629424,BBB,2014B,189,147,326,137,104,0.045166402535657686,25,0,1,0,4,1,Withdrawn,1,F,0-35,Wales,N,60
629461,BBB,2014B,44,31,17,-27,232,0.12101910828025478,22,0,0,0,0,2,Fail,1,F,35-55,Scotland,N,60
629462,BBB,2014B,0,17,4,4,251,0.0,6,0,1,0,2,1,Withdrawn,1,F,0-35,South East Region,N,60
629484,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,0,2,Withdrawn,1,M,35-55,London Region,N,60
629490,BBB,2014B,56,38,45,-11,41,0.06933333333333333,57,0,0,0,0,1,Fail,1,F,0-35,Scotland,N,60
629504,BBB,2014B,67,11,22,-45,36,0.10647639956092206,37,0,0,0,0,1,Pass,0,M,0-35,Wales,N,60
629505,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,3,3,Withdrawn,1,M,35-55,Wales,N,60
629507,BBB,2014B,23,0,0,-23,96,0.2679245283018868,23,0,0,0,4,2,Pass,0,F,0-35,Wales,N,60
629538,BBB,2014B,5,2,0,-5,260,0.0,5,0,1,0,6,2,Withdrawn,1,F,0-35,South Region,Y,60
629554,BBB,2014B,0,7,0,0,78,0.7818181818181819,10,0,0,0,7,2,Fail,1,F,0-35,Yorkshire Region,N,60
629574,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,0,3,Withdrawn,1,M,0-35,North Western Region,N,60
629619,BBB,2014B,25,41,11,-14,35,0.14260249554367202,34,0,0,0,7,2,Pass,0,F,0-35,South Region,N,60
629671,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,2,3,Withdrawn,1,F,0-35,London Region,N,60
629736,BBB,2014B,0,0,0,0,269,0.0,0,0,1,0,6,2,Withdrawn,1,M,0-35,North Western Region,N,90
629835,BBB,2014B,14,28,67,53,50,0.11666666666666667,25,0,0,0,6,1,Pass,0,M,0-35,Wales,N,60
629870,BBB,2014B,3,50,1,-2,190,0.1206896551724138,30,0,0,0,5,2,Fail,1,F,0-35,East Anglian Region,N,60
