num_of_prev_attempts,studied_credits,clicks_week1,clicks_week2,clicks_week3,click_trend,module_presentation_length,days_since_last_click,unique_resources,registered_late,imd_band_enc,education_enc,age_enc,at_risk,gender_F,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,disability_N,disability_Y
0,60,31,4,85,54,241,5,74,0,9,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,60,542,429,324,-218,241,14,89,0,4,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,0,0,0,0,241,252,3,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,120,0,0,0,0,241,241,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,90,249,323,218,-31,241,1,75,0,8,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,0,0,69,69,241,29,24,0,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,120,213,289,439,226,241,13,86,0,8,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,30,26,80,120,94,241,9,124,0,1,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,30,0,18,41,41,241,210,15,0,3,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,230,1,20,-210,241,85,33,0,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,90,557,270,445,-112,241,0,83,0,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,0,0,0,0,241,241,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,73,79,187,114,241,1,55,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,64,2,137,73,241,34,51,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,90,0,2,100,100,241,6,114,0,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,60,20,97,80,60,241,32,36,0,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,90,10,0,3,-7,241,200,13,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,30,0,0,0,0,241,250,3,0,7,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,222,35,24,-198,241,10,49,0,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,60,57,34,174,117,241,81,38,0,8,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,21,25,142,121,241,175,27,0,5,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,29,7,38,9,241,1,53,0,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,30,9,6,527,518,241,197,36,0,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,491,253,164,-327,241,0,119,0,5,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,90,170,0,1,-169,241,225,32,0,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,10,47,77,67,241,90,53,0,7,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,90,0,2,0,0,241,231,2,0,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,155,167,121,-34,241,3,79,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,0,0,82,82,241,26,18,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,30,940,811,864,-76,241,40,128,0,2,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,19,9,360,341,241,210,30,0,9,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,133,43,42,-91,241,14,60,0,3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,12,74,121,109,241,139,23,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,90,7,285,30,23,241,2,57,0,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,120,0,0,0,0,241,241,0,0,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,161,3,90,-71,241,14,39,0,9,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,285,31,44,-241,241,13,60,0,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,30,69,107,3,-66,241,7,118,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,120,2,3,145,143,241,0,54,0,2,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,1,0,0,-1,241,236,1,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,0,0,0,0,241,208,12,0,6,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,136,0,42,-94,241,4,35,0,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,0,0,0,0,241,1,34,0,5,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,30,92,188,78,-14,241,5,70,0,7,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,120,82,29,42,-40,241,13,45,0,7,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,222,154,315,93,241,4,158,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,60,25,15,132,107,241,13,81,0,4,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,30,134,163,99,-35,241,7,95,0,9,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,180,165,17,136,-29,241,123,47,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,60,0,2,103,103,241,1,63,0,6,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,5,0,0,-5,241,239,14,0,7,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,60,15,67,53,38,241,214,17,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,60,0,1,115,115,241,218,17,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,70,37,0,-70,241,230,15,0,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,120,0,0,0,0,241,241,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,210,1,22,-188,241,10,109,0,5,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,25,265,4,-21,241,146,26,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,30,115,37,138,23,241,4,97,0,2,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,147,112,153,6,241,88,54,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,19,16,82,63,241,210,23,0,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,8,126,222,214,241,98,56,0,7,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,104,29,95,-9,241,9,50,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,151,95,12,-139,241,1,102,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,108,328,199,91,241,130,55,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,15,8,97,82,241,8,46,0,4,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,90,20,43,44,24,241,14,23,0,5,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,7,217,80,73,241,40,29,0,3,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,189,207,233,44,241,12,117,0,8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,0,0,0,0,241,241,0,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,38,65,155,117,241,4,102,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,9,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,100,150,20,-80,241,205,34,0,7,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,90,0,0,0,0,241,243,7,0,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,94,62,134,40,241,13,56,0,9,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,30,2,30,614,612,241,8,96,0,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,49,73,63,14,241,194,29,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,0,0,0,0,241,241,0,0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,82,7,9,-73,241,224,14,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,90,22,29,245,223,241,102,51,0,1,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,23,0,72,49,241,190,28,0,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,90,9,3,23,14,241,137,28,0,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,0,54,0,0,241,230,41,0,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,13,2,1,-12,241,16,32,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,16,281,36,20,241,13,100,0,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,8,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,90,20,13,131,111,241,177,29,0,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,60,0,0,0,0,241,210,9,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,2,0,15,13,241,196,21,0,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,120,0,0,0,0,241,241,0,0,9,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,30,0,0,64,64,241,43,33,0,6,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,2,4,72,70,241,91,28,0,6,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,0,0,0,0,241,241,0,0,8,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,30,28,25,130,102,241,43,57,0,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,30,2,0,3,1,241,218,6,0,2,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,54,27,62,8,241,14,45,0,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,166,197,38,-128,241,6,89,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,0,0,0,0,241,251,12,0,7,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,30,111,50,20,241,19,50,0,6,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,43,5,20,-23,241,4,72,0,7,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,14,6,56,42,241,13,57,0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,5,19,102,97,241,224,15,0,9,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,90,2,5,93,91,241,216,17,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,60,26,9,177,151,241,14,68,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,30,0,11,100,100,241,127,26,0,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,0,128,15,15,241,14,61,0,6,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,120,0,0,0,0,241,242,3,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,28,5,219,191,241,199,16,0,6,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,90,43,116,0,-43,241,231,16,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,60,44,1,0,-44,241,15,49,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,90,42,74,10,-32,241,227,13,0,8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,55,0,149,94,241,6,67,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,13,318,58,45,241,12,39,0,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,8,42,118,110,241,13,39,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,30,2,0,94,92,241,57,24,0,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,5,1,43,38,241,14,39,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,120,0,0,0,0,241,241,0,0,2,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,452,4,28,-424,241,4,117,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,30,64,5,296,232,241,174,27,0,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,14,26,143,129,241,204,34,0,8,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,0,0,0,0,241,241,0,0,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,30,17,46,66,49,241,202,20,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,30,0,0,0,0,241,243,8,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,60,0,0,54,54,241,210,18,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,140,32,1,-139,241,225,14,0,8,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,18,215,300,282,241,12,79,0,4,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,60,265,84,15,-250,241,106,42,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,30,0,63,77,77,241,10,63,0,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,60,0,1,84,84,241,28,37,0,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,0,27,162,162,241,98,44,0,7,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,20,43,80,60,241,222,17,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,120,89,124,105,16,241,15,42,0,9,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,60,121,365,541,420,241,203,34,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,0,0,0,0,241,243,3,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,15,4,252,237,241,11,66,0,8,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,0,0,0,0,241,71,1,0,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,8,37,163,155,241,1,70,0,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,30,18,0,153,135,241,104,27,0,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,30,42,126,9,-33,241,1,17,0,5,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,120,0,0,0,0,241,241,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,30,305,52,65,-240,241,0,90,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,0,9,41,41,241,210,10,0,7,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,30,192,205,128,-64,241,0,61,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,22,78,88,66,241,199,11,0,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,30,121,488,418,297,241,7,107,0,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,30,173,174,7,-166,241,14,42,0,6,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,8,12,146,138,241,159,41,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,60,14,65,300,286,241,124,74,0,5,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,90,1,5,99,98,241,15,55,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,30,21,72,122,101,241,11,76,0,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,7,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,6,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,90,3,1,0,-3,241,231,4,0,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,30,5,0,54,49,241,91,17,0,9,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,90,0,0,0,0,241,241,0,0,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,90,56,1,8,-48,241,226,19,0,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,4,1,33,29,241,223,6,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,0,0,0,0,241,241,0,0,7,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,128,0,0,-128,241,136,28,0,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,163,163,245,82,241,0,114,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,30,0,0,0,0,241,241,0,0,5,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,90,12,62,72,60,241,186,27,0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,60,62,27,236,174,241,50,83,0,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,30,0,0,0,0,241,241,0,0,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,12,0,52,40,241,182,15,0,8,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,60,170,100,113,-57,241,217,27,0,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,0,0,0,0,241,241,0,0,5,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,90,17,45,0,-17,241,219,17,0,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,0,0,13,13,241,209,10,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,60,72,2,63,-9,241,223,15,0,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,90,0,0,0,0,241,259,10,0,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,60,61,2,158,97,241,36,57,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,120,188,0,0,-188,241,238,6,0,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,90,24,0,55,31,241,205,15,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,90,1,372,38,37,241,94,49,0,8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,90,223,144,228,5,241,4,116,0,2,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,34,92,115,81,241,0,62,0,9,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,90,7,63,1,-6,241,138,20,0,7,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,60,43,103,77,34,241,91,28,0,7,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,90,129,34,225,96,241,0,87,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,60,0,44,0,0,241,209,13,0,2,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,30,0,3,150,150,241,139,28,0,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,0,0,0,0,241,241,0,0,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,4,4,38,34,241,215,16,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,60,8,2,120,112,241,84,37,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,101,37,2,-99,241,109,64,0,4,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,378,107,9,-369,241,14,52,0,5,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,307,450,181,-126,241,7,80,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,60,26,20,97,71,241,3,84,0,6,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,90,21,3,106,85,241,189,18,0,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,30,3,127,43,40,241,0,63,0,5,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,90,120,141,167,47,241,13,72,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,90,33,0,48,15,241,142,23,0,6,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,30,166,0,267,101,241,11,71,0,4,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,60,8,34,173,165,241,14,50,0,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,60,18,5,51,33,241,216,15,0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,60,0,0,0,0,241,216,27,0,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,90,0,0,0,0,241,258,2,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,90,17,144,188,171,241,43,56,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,26,476,252,226,241,174,31,0,5,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,120,255,92,366,111,241,36,66,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,65,379,398,333,241,13,77,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,90,144,69,80,-64,241,1,103,0,6,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,2,1,128,126,241,12,59,0,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,5,0,86,81,241,217,5,0,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,60,12,33,263,251,241,11,87,0,6,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,9,5,96,87,241,223,10,0,7,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,60,15,52,54,39,241,208,24,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,60,156,189,5,-151,241,0,86,0,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,120,65,15,138,73,241,13,51,0,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,16,21,0,-16,241,232,14,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,30,176,198,38,-138,241,1,112,0,4,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,0,0,0,0,241,257,2,0,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,90,64,54,142,78,241,98,26,0,8,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,60,2,46,27,25,241,1,31,0,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,60,65,85,104,39,241,173,25,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,90,0,0,204,204,241,143,12,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
